TTM,quote_date,expiration_date,rf_gross,kappa,g_scale
30,20050518,20050617,1.00249064491792,0.834225042943552,0.433132067658041
30,20050615,20050715,1.00260449294427,0.834971292912169,0.43275981699469
30,20050720,20050819,1.0027604467401,0.834259692799657,0.433000525868376
30,20050817,20050916,1.00288929813623,0.834936777786052,0.432651852614015
30,20050921,20051021,1.00308676910181,0.834246584596837,0.432865336974975
30,20051019,20051118,1.00321625897782,0.835400694559833,0.432310243413002
30,20051116,20051216,1.00333172995963,0.835485692817895,0.432223750062815
30,20051221,20060120,1.00352597580324,0.835762526372185,0.432020473069471
30,20060118,20060217,1.00360605407583,0.835205667877574,0.432226623985814
30,20060215,20060317,1.00368571633533,0.835775250877458,0.431946218973913
30,20060322,20060421,1.00387627203805,0.835982614339999,0.431774683404784
30,20060419,20060519,1.00396436507071,0.836004366208129,0.43172740627827
30,20060517,20060616,1.00409123756747,0.83412731909389,0.432483886346829
30,20060621,20060721,1.00427255566122,0.834552770079095,0.432221874463448
30,20060719,20060818,1.00433485088272,0.835216053029737,0.431908492751359
30,20060816,20060915,1.00429250554426,0.835514587880677,0.431797777962485
30,20060920,20061020,1.00429382100987,0.835662788669752,0.43173322442994
30,20061018,20061117,1.00428523402644,0.83537448358992,0.431861405787859
30,20061115,20061215,1.00428480488808,0.835967124959716,0.431605727106048
30,20061220,20070119,1.00431056523543,0.836398603991627,0.43140847263865
30,20070117,20070216,1.00428472396324,0.836215275542538,0.431498671951059
30,20070214,20070316,1.00430391202308,0.836349097150728,0.431432688931248
30,20070321,20070420,1.00428594508068,0.836166138541493,0.431519350335014
30,20070418,20070518,1.00428615667923,0.834912651353727,0.432060502428514
30,20070516,20070615,1.00428553925502,0.833372958430234,0.432726521358172
30,20070620,20070720,1.00428641189589,0.834865399274585,0.432080808864334
30,20070718,20070817,1.00428622131124,0.834977294030182,0.432032545979988
30,20070822,20070921,1.00441963889801,0.833893261640913,0.43244368783858
30,20070919,20071019,1.00413562584187,0.834124477552786,0.432465997067075
30,20071017,20071116,1.00403834894075,0.834317778931717,0.432424300520361
30,20071121,20071221,1.00385133588632,0.831846738068466,0.433574917966566
30,20071219,20080118,1.00399155113716,0.833740166185622,0.432694314157537
30,20080116,20080215,1.00323861660266,0.832394081566166,0.433602325711398
30,20080219,20080320,1.00250578498418,0.833108171677242,0.433609542097263
30,20080319,20080418,1.00209830294925,0.831092910166474,0.434660933629735
30,20080416,20080516,1.00220121182975,0.831864572254137,0.434281053847716
30,20080521,20080620,1.00193326069666,0.832278764258268,0.434217308827651
30,20080618,20080718,1.00201930129144,0.831446730457305,0.434541426586159
30,20080716,20080815,1.00197712979721,0.83051414581396,0.43496516843508
30,20080820,20080919,1.00199179019051,0.831839231470793,0.434382828370634
30,20080917,20081017,1.00254182604537,0.826794967871687,0.436339979962087
30,20081022,20081121,1.00252484147406,0.814467435658365,0.441759750725991
30,20081119,20081219,1.00111789376896,0.80701994161229,0.445687515238199
30,20081217,20090116,1.00047645026736,0.820811129811571,0.439864978322325
30,20090121,20090220,1.00029114590703,0.823596930848567,0.438722565741799
30,20090218,20090320,1.00039080120298,0.822016844915036,0.439372560000144
30,20090318,20090417,1.00043732277503,0.823635775350003,0.438641423546602
30,20090415,20090515,1.00035879390422,0.824093856850462,0.438474953931361
30,20090520,20090619,1.0002515260119,0.826761205786778,0.43735384386197
30,20090617,20090717,1.00025522593603,0.827679795168516,0.436950663451679
30,20090722,20090821,1.00023098349548,0.82883289007287,0.436457686347173
30,20090819,20090918,1.00021823763033,0.8291302209993,0.436333493433263
30,20090916,20091016,1.00019635876045,0.829392497595147,0.436228610482674
30,20091021,20091120,1.00019654308995,0.829844856016389,0.436031243065089
30,20091118,20091218,1.00019000053236,0.829952340136974,0.435987231060033
30,20091216,20100115,1.00018636037986,0.829970037544897,0.435981102020649
30,20100120,20100219,1.00018463788203,0.830684624060061,0.435670417392653
30,20100217,20100319,1.00018489425874,0.829757510193849,0.436074408995011
30,20100317,20100416,1.00019118113177,0.831480503537169,0.435320966306178
30,20100421,20100521,1.00021076682562,0.831950480040151,0.435107903488345
30,20100519,20100618,1.0002757950178,0.828410859547197,0.436622362493703
30,20100616,20100716,1.00028020760527,0.829373896828361,0.436200157045898
30,20100721,20100820,1.00026677800456,0.82904328846857,0.436350250673814
30,20100818,20100917,1.00021482880782,0.829431021508804,0.436203750450806
30,20100915,20101015,1.00020702263171,0.83024924509771,0.435850385823901
30,20101020,20101119,1.0002066324982,0.83071522035332,0.43564750756586
30,20101117,20101217,1.00020463892003,0.829896262210594,0.436005299803251
30,20101222,20110121,1.00021034632223,0.831362375415547,0.435364050751566
30,20110119,20110218,1.00020974128128,0.831466348202247,0.435319050421577
30,20110216,20110318,1.00021271883671,0.83185748105499,0.43514752072965
30,20110316,20110415,1.00020346665624,0.828864600903594,0.43645585324291
30,20110420,20110520,1.00017040262647,0.831858495253768,0.435165490041866
30,20110518,20110617,1.00015591663045,0.831806251888985,0.435194528297309
30,20110615,20110715,1.00014842268479,0.830796476612177,0.435637463054031
30,20110720,20110819,1.00014948666086,0.830727990046754,0.435666835919029
30,20110817,20110916,1.00016914043317,0.828318344872174,0.436709322547476
30,20110921,20111021,1.00018757256409,0.826791246666873,0.437368669765603
30,20111019,20111118,1.00019468899171,0.827330947003177,0.43712957521599
30,20111116,20111216,1.00020072581568,0.827303032932959,0.437139139033592
30,20111221,20120120,1.00023327590714,0.829678123231824,0.436087934238921
30,20120118,20120217,1.00022287202367,0.830272368381914,0.435833401383425
30,20120215,20120316,1.00019812617234,0.829985303543271,0.435969317815898
30,20120321,20120420,1.00019429588866,0.831145240781643,0.435465581570737
30,20120418,20120518,1.00019324427318,0.830253857837493,0.435854379479043
30,20120516,20120615,1.00019063304166,0.829407756149777,0.436224451523562
30,20120620,20120720,1.00019804474624,0.830734659348342,0.43564277951768
30,20120718,20120817,1.00019741856863,0.830739752013618,0.435640833674996
30,20120822,20120921,1.00018906841717,0.831092153830997,0.435490975798633
30,20120919,20121019,1.0001757520829,0.831301345451242,0.435405681175509
30,20121017,20121116,1.00016899463737,0.831442497897957,0.435347168253441
30,20121121,20121221,1.00016736366812,0.83103670307786,0.435524575935468
30,20121219,20130118,1.00016927939228,0.830587428193486,0.435719455571802
30,20130116,20130215,1.00016438392051,0.831164263506562,0.43547032115157
30,20130213,20130315,1.00016329241099,0.831672229307054,0.435249648294878
30,20130320,20130419,1.00016371533531,0.832049692500231,0.43508520459768
30,20130417,20130517,1.00015988443417,0.830860584573053,0.435604544070593
30,20130522,20130621,1.00015541127078,0.83200818447937,0.435106877062394
30,20130619,20130719,1.00015330214018,0.831311146428794,0.435411187033656
30,20130717,20130816,1.00015233002328,0.831744483068028,0.435222971310929
30,20130821,20130920,1.00014708769305,0.831085744993953,0.435512046453242
30,20130918,20131018,1.00014493631673,0.831642285740022,0.435270669982
30,20131016,20131115,1.00014091249129,0.832052682742247,0.435093823342138
30,20131120,20131220,1.00013549272332,0.832717668409142,0.434806944585807
30,20131218,20140117,1.00013578238237,0.832213391282043,0.435026137084481
30,20140122,20140221,1.00013032708577,0.83286843070646,0.434743642456971
30,20140219,20140321,1.00012561625305,0.83223835083588,0.435019701027822
30,20140318,20140417,1.00012389090672,0.831784010225719,0.435218143858289
30,20140416,20140516,1.00012143591712,0.832436988936115,0.434935116069113
30,20140521,20140620,1.00011773833277,0.832412188068262,0.434947511031047
30,20140618,20140718,1.00012223044957,0.83304171707322,0.434671832758683
30,20140716,20140815,1.00012304530005,0.832740170719914,0.434802571973338
30,20140820,20140919,1.00012263802041,0.832755154128043,0.434796234259621
30,20140917,20141017,1.00012222552294,0.832458919166919,0.434925234568422
30,20141022,20141121,1.00012104214497,0.831457079723118,0.435361693294272
30,20141119,20141219,1.00012362391478,0.832241719294935,0.435019102280587
30,20141217,20150116,1.00012992042751,0.831759375287499,0.435226241681842
30,20150121,20150220,1.00013263686203,0.83195527689727,0.435139806636129
30,20150218,20150320,1.00014126026494,0.832399283644454,0.434942894321424
30,20150318,20150417,1.00013965661213,0.83272087716465,0.434803739169716
30,20150415,20150515,1.00014403995227,0.832058864555739,0.435089773147012
30,20150520,20150619,1.00014655749975,0.831777619938231,0.435211061506223
30,20150617,20150717,1.00014951302018,0.832136475032819,0.435053626197349
30,20150722,20150821,1.00014863193015,0.832506528036044,0.434893046203335
30,20150819,20150918,1.00015998864653,0.832175941152564,0.43503190010728
30,20150916,20151016,1.00016974385691,0.831035174241579,0.435524205325383
30,20151021,20151120,1.00015517866714,0.831734635409725,0.435226017644047
30,20151118,20151218,1.00016603877156,0.831849661317422,0.435171232983663
30,20151216,20160115,1.000288648989,0.832119692970355,0.435000412199758
30,20160120,20160219,1.00034168471709,0.829386046649761,0.436168050483559
30,20160217,20160318,1.00034776103411,0.830843255853243,0.435530279737564
30,20160316,20160415,1.00035168603252,0.831896349980966,0.435070159719854
30,20160420,20160520,1.00035576441495,0.831622517927881,0.43518753795083
30,20160518,20160617,1.00035330094246,0.831686860849703,0.435160609238863
30,20160615,20160715,1.00035806589494,0.831376304004269,0.435293698910502
30,20160720,20160819,1.00039108625782,0.832411899211262,0.434828791113573
30,20160817,20160916,1.00040927055027,0.832199343628736,0.434913320724736
30,20160921,20161021,1.0004387748069,0.832485512446896,0.43477605740363
30,20161019,20161118,1.00042056316885,0.832102436557525,0.434950559221713
30,20161116,20161216,1.00044331806966,0.831913536871594,0.435022834266344
30,20161221,20170120,1.00060716080234,0.833054567452615,0.434455592141499
30,20170118,20170217,1.00062433378003,0.833464093399612,0.434270254542217
30,20170215,20170317,1.00062642164343,0.83323805411039,0.434367521442775
30,20170322,20170421,1.00079163339562,0.83336925639185,0.434238838724207
30,20170419,20170519,1.00079787454364,0.833043220386698,0.434377730431377
30,20170517,20170616,1.00080453815912,0.833048717622545,0.434372450377724
30,20170621,20170721,1.00097889709499,0.833863271733661,0.43394317353007
30,20170719,20170818,1.00098726192978,0.834151998287467,0.433814275462684
30,20170816,20170915,1.000987404901,0.833734166726177,0.433995512644661
30,20170920,20171020,1.00099454491021,0.833994942686209,0.433879256957632
30,20171018,20171117,1.00099691975064,0.834733379506252,0.433557954196547
30,20171115,20171215,1.00101762339075,0.8339721367583,0.433879148766783
30,20171220,20180119,1.00123069010453,0.835254051203615,0.433231095876476
30,20180117,20180216,1.0012485063181,0.834964098392852,0.433349019514987
30,20180214,20180316,1.00128239149122,0.833601361329402,0.433925277545565
30,20180321,20180420,1.00149296203399,0.83384827441878,0.433726935795675
30,20180418,20180518,1.0015234472905,0.834308099267919,0.433514347124395
30,20180516,20180615,1.00154636126215,0.834504411458853,0.433419335074584
30,20180620,20180720,1.00167481668609,0.83463281598168,0.433308110806283
30,20180718,20180817,1.00167123948334,0.834964587236297,0.433165922407171
30,20180822,20180921,1.00165682506747,0.834843439481189,0.433224636926267
30,20180919,20181019,1.00174705398239,0.835173746702851,0.433042555000637
30,20181017,20181116,1.00183334109619,0.833735484918873,0.43362848037309
30,20181121,20181221,1.00186490377508,0.832879682987692,0.433986066607257
30,20181219,20190118,1.00199004460527,0.832309556307642,0.434179331764606
30,20190116,20190215,1.00201747834899,0.833840442028172,0.433503292341294
30,20190213,20190315,1.00200769176462,0.833960107777508,0.433455653458022
30,20190319,20190418,1.00199821553052,0.834401299400431,0.43326855616238
30,20190417,20190517,1.00200002690571,0.834466932241248,0.433239337255375
30,20190522,20190621,1.00196030895991,0.833475067353489,0.433686456075212
30,20190619,20190719,1.00191629848405,0.833205391200644,0.433822482121064
30,20190717,20190816,1.00185592700414,0.833330412828289,0.433794387038044
30,20190821,20190920,1.00174099492464,0.833113501966936,0.433938272996124
30,20190918,20191018,1.00164308931184,0.832767545372053,0.434130852751394
30,20191016,20191115,1.00151065815874,0.833544175715421,0.433851185611569
30,20191120,20191220,1.00137556235814,0.832326204485019,0.43443852809646
30,20191218,20200117,1.00140455670547,0.834169845849841,0.43362576170809
30,20200122,20200221,1.00132747873774,0.833348560730172,0.434015444483675
30,20200219,20200320,1.00131899407723,0.833486188110429,0.433959393302111
30,20200318,20200417,1.00062530752818,0.811975832185823,0.443702518584369
30,20200415,20200515,1.00058594461937,0.828516186935772,0.43644105192581
30,20200520,20200619,1.00013211459427,0.830532138821053,0.435759739074729
30,20200617,20200717,1.00015017188993,0.829194655281636,0.436335072493158
30,20200722,20200821,1.00013818523946,0.831266290171506,0.435437299841417
30,20200819,20200918,1.00013066301316,0.831535577136758,0.435323332187117
30,20200916,20201016,1.00011917419776,0.830604062598332,0.435734036541747
30,20201021,20201120,1.00011642829877,0.829429087749224,0.436247511722058
30,20201118,20201218,1.00011633033434,0.831131735792174,0.43550541039335
30,20201216,20210115,1.00012334566581,0.831993784125219,0.435127093246059
30,20210120,20210219,1.00010219307016,0.831943815530152,0.435158040065662
30,20210217,20210319,1.00008947148805,0.831828362253819,0.435213819430027
30,20210317,20210416,1.0000873691635,0.832292344239521,0.435012849353273
30,20210421,20210521,1.00008856050051,0.832449154757019,0.434944121991588
30,20210519,20210618,1.00007528889982,0.832045530577482,0.435125485689972
30,20210616,20210716,1.00006580618776,0.83312429744085,0.434660461279303
30,20210721,20210820,1.00007207591143,0.832970380985857,0.434724642401475
30,20210818,20210917,1.00007236525699,0.832414206488712,0.434966366563512
30,20210915,20211015,1.00006740324589,0.833034415242203,0.43469883707942
30,20211020,20211119,1.00006985200412,0.83318700671096,0.434631446570344
30,20211117,20211217,1.00007422163328,0.833127935126188,0.434655222547537
30,20211222,20220121,1.00045213682278,0.833254481256627,0.434436054292188
30,20220119,20220218,1.00039485580901,0.831958223408836,0.435024467963745
30,20220216,20220318,1.00037209873074,0.831742673994011,0.435128145676784
30,20220315,20220414,1.00037313978153,0.830561479574349,0.435641966926929
30,20220420,20220520,1.00044993564411,0.83328476199293,0.434423855260124
30,20220518,20220617,1.00069129123309,0.830488118328551,0.435535412798155
30,20220615,20220715,1.00087745032628,0.830013292949826,0.435661218900105
30,20220720,20220819,1.00141887929917,0.831822313687235,0.434638691479366
30,20220817,20220916,1.00192452123348,0.833975449848939,0.433484984339194
30,20220921,20221021,1.00225917718457,0.831300881350317,0.434500792461617
30,20221019,20221118,1.00256592642897,0.829621431765796,0.435097962618318
30,20221116,20221216,1.00277474964705,0.832312864797173,0.433838136451461
30,20221221,20230120,1.00321601261876,0.834399179287824,0.432743531875612
30,20230118,20230217,1.00326993923066,0.834309859713356,0.432758923659678
30,20230215,20230317,1.00329678196015,0.834859705391995,0.432509466546466
30,20230322,20230421,1.00344675323987,0.834114489914775,0.432767210035532
30,20230419,20230519,1.00360911387129,0.835651939541675,0.432032459344307
30,20230517,20230616,1.00370772783028,0.835708108498294,0.431965748548365
30,20230621,20230721,1.00380744882145,0.836654054337359,0.431514453458422
30,20230719,20230818,1.00388461819674,0.837062845215109,0.431304933048937
30,20230816,20230915,1.00401555818464,0.836309849473026,0.431573534571098
30,20230920,20231020,1.00408237081705,0.836780148979651,0.431341909644737
30,20231018,20231117,1.00412964056802,0.836029479017069,0.431645505803621
30,20231115,20231215,1.00412646053575,0.83706162377295,0.431201580595744
30,20231220,20240119,1.00423229073319,0.83696718971692,0.431196856515857
30,20240117,20240216,1.00428645980566,0.836858537276597,0.431220449284753
30,20240214,20240315,1.00421277338352,0.837038964183981,0.431174288615058
30,20240320,20240419,1.00422261919878,0.83727677152927,0.431067537986664
30,20240417,20240517,1.00417897117103,0.836244654777144,0.431531435988908
30,20240522,20240621,1.00423181659122,0.837579438439149,0.430933141054059
30,20240618,20240719,1.00450776405932,0.837850847403064,0.430697848658208
30,20240717,20240816,1.0042405789785,0.837619104333371,0.430912288135569
30,20240821,20240920,1.00421209802865,0.837578400957139,0.430942049888876
30,20240918,20241018,1.00418114333492,0.837271750365809,0.431087506997608
30,20241016,20241115,1.00391583977028,0.836839736669756,0.431387755113983
30,20241120,20241220,1.00388615558533,0.837166452594655,0.431259588541895
30,20241218,20250117,1.0038928550777,0.837688661037174,0.43103156342212
60,19960117,19960315,1.00879343586312,0.904123512707794,0.401367219458618
60,19960214,19960419,1.00934192642401,0.903457900015695,0.401416209703523
60,19960320,19960517,1.00857887630668,0.902108543779501,0.402262334166657
60,19960417,19960621,1.0097345898451,0.903946476125278,0.40106410961057
60,19960522,19960719,1.00866130192934,0.904056625881741,0.401446648881295
60,19960619,19960816,1.00878527796877,0.903794584800847,0.401502508917048
60,19960717,19960920,1.00995605797481,0.904579333882624,0.400722481706345
60,19960821,19961018,1.00868546077643,0.905751958153022,0.400757041314694
60,19960918,19961115,1.00887960752708,0.90474979755394,0.401081667343362
60,19961016,19961220,1.00976477120377,0.904204343876834,0.400948716931065
60,19961120,19970117,1.00862071048783,0.903522684683518,0.401677219671513
60,19961218,19970221,1.00990181966013,0.902041872241243,0.401762166882645
60,19970122,19970321,1.00873369774048,0.903906692641344,0.401478027845082
60,19970219,19970418,1.00861952713365,0.902157406517123,0.402226467248133
60,19970319,19970516,1.00887904646539,0.901784194153621,0.402273105675401
60,19970416,19970620,1.01033411490998,0.905617518076897,0.400156883080152
60,19970521,19970718,1.00913196827393,0.904993463266821,0.40088367251508
60,19970618,19970815,1.00908398023467,0.903412721568825,0.401536961769383
60,19970716,19970919,1.01017896069972,0.903859843132078,0.400922415840827
60,19970820,19971017,1.00900146028505,0.90426825826603,0.401226390198385
60,19970917,19971121,1.01016018683855,0.895904618906213,0.4041320742388
60,19971022,19971219,1.00914727524259,0.90417827511447,0.401204515720569
60,19971119,19980116,1.00913151752026,0.901736723813533,0.402191554102731
60,19971217,19980220,1.01050045254739,0.904421593945266,0.400569778313174
60,19980121,19980320,1.00887726988841,0.90449665488655,0.401184140647808
60,19980218,19980417,1.0089128063778,0.902929043969393,0.401799381579566
60,19980318,19980515,1.00897331397728,0.905132580341318,0.400890934134451
60,19980415,19980619,1.01010406989109,0.904914410191735,0.400529532853801
60,19980520,19980717,1.00900008704013,0.906390109789778,0.400376494854026
60,19980617,19980821,1.01010958258369,0.905739202724601,0.400197131189613
60,19980722,19980918,1.00898881050237,0.906441808506012,0.400360270845931
60,19980819,19981016,1.00896905692132,0.897443764526039,0.403986895530703
60,19980916,19981120,1.00977987894699,0.899321075949168,0.402905417176745
60,19981021,19981218,1.00813642678257,0.904307845869896,0.401554766409298
60,19981118,19990115,1.00808301301985,0.904973772830863,0.401308711689037
60,19981216,19990219,1.00938033129153,0.903515750884096,0.401377715912539
60,19990120,19990319,1.00786523693893,0.903312617102049,0.402062759535622
60,19990217,19990416,1.00788429323223,0.901928034380503,0.402612221831397
60,19990317,19990521,1.0088624219965,0.901315191935381,0.402468448842748
60,19990421,19990618,1.00784954231542,0.904037267343316,0.401777766741218
60,19990519,19990716,1.00793431727798,0.903716849904509,0.401872720567543
60,19990616,19990820,1.00916969364579,0.905242684581758,0.400768793874157
60,19990721,19990917,1.00830987718488,0.906285519825821,0.40069246741812
60,19990818,19991015,1.00856221381573,0.905254805319535,0.401005325472257
60,19990915,19991119,1.01005748811244,0.906460427312789,0.399929228823362
60,19991020,19991217,1.00921900807428,0.907165021081581,0.399979575877852
60,19991117,20000121,1.0102998097814,0.908045467952661,0.399200055257251
60,19991222,20000218,1.00970648300244,0.907660414011595,0.39958846789709
60,20000119,20000317,1.00944741454414,0.908286614525093,0.399440811441576
60,20000216,20000420,1.0106563025522,0.906888389398681,0.399521253984673
60,20000321,20000519,1.01005998811811,0.907308171012379,0.399589345978702
60,20000419,20000616,1.00998410665205,0.906003485253578,0.40014108562731
60,20000517,20000721,1.01207493013921,0.905934847506968,0.399341851884663
60,20000621,20000818,1.01070201485219,0.908147545377828,0.399000464075751
60,20000719,20000915,1.01064530162732,0.909124777493368,0.398633106847617
60,20000816,20001020,1.01183001539803,0.909730773419558,0.397925148212778
60,20000920,20001117,1.010625890921,0.909207982794057,0.398607595597083
60,20001018,20001215,1.0105666217621,0.906870032406929,0.399564043456042
60,20001115,20010119,1.01188809045526,0.90806563022534,0.398565426449852
60,20001220,20010216,1.01025259370976,0.906273904419093,0.399926580773979
60,20010117,20010316,1.00913866465299,0.905758098382482,0.400574601818157
60,20010214,20010420,1.0096393269911,0.905187890591158,0.400604326531887
