Date,RV_Forecast,MonthlySigma
19900102,12.4368588065926,0.0101803973426845
19900103,12.8768375162407,0.0103589082099421
19900104,13.3775990489355,0.0105584085957336
19900105,13.968606666982,0.0107891174596527
19900108,13.7441538999582,0.0107020846489357
19900109,13.6267066010445,0.0106562605233749
19900110,14.4388296583736,0.0109692105680604
19900111,13.9345727369215,0.0107759658255929
19900112,17.7285066698928,0.0121547338754265
19900115,15.4447056598848,0.0113448614138314
19900116,16.3562270134568,0.011674840117912
19900117,16.1045737376763,0.0115846787243886
19900118,16.8122655416657,0.0118364780592545
19900119,14.6469524023801,0.0110479833764584
19900122,16.0459761173593,0.0115635836852016
19900123,16.0667339949838,0.0115710608830046
19900124,19.929085050548,0.012887036461288
19900125,17.9781607455076,0.0122400165936392
19900126,18.7103264404934,0.0124867684772367
19900129,18.5417468743029,0.0124303884607786
19900130,19.2496355056656,0.0126654502175754
19900131,17.2620849185133,0.0119937778724753
19900201,16.5687716341678,0.0117504509254495
19900202,16.3525795889259,0.0116735383056888
19900205,15.5587194965279,0.0113866586760296
19900206,15.1079447406882,0.0112204964019305
19900207,15.8964626738616,0.0115095839317579
19900208,15.4209567038899,0.0113361356966303
19900209,15.3070758139796,0.0112942005080704
19900212,15.4997370722925,0.0113650550197717
19900213,15.5674479084932,0.0113898521751064
19900214,14.8270922839717,0.0111157142085622
19900215,14.6770972914413,0.0110593464587807
19900216,14.1873224548672,0.0108732555899277
19900220,15.7728321465122,0.0114647402014874
19900221,15.4938631439372,0.0113629013108218
19900222,15.0757446279133,0.0112085326975751
19900223,15.951011287346,0.0115293145529653
19900226,15.4795034615327,0.0113576345327467
19900227,14.8102634731186,0.0111094042268696
19900228,14.5871061247591,0.0110253896850101
19900301,14.5280666941689,0.0110030551417053
19900302,13.9405724276894,0.0107782854340295
19900305,13.6657956692673,0.0106715336562852
19900306,13.5568444308583,0.0106289088617076
19900307,13.4527769143289,0.0105880344864415
19900308,15.4620567651656,0.0113512322257562
19900309,14.1348815295376,0.0108531414536443
19900312,14.3040858755161,0.010917908024402
19900313,14.6124229873282,0.011034953174394
19900314,14.2281761318047,0.0108888995969155
19900315,13.3861313673056,0.0105617751693333
19900316,13.7896744775231,0.0107197926276285
19900319,14.0719693035036,0.0108289616705633
19900320,14.062163942643,0.0108251881979957
19900321,14.0851923936034,0.0108340483329191
19900322,14.5316456887454,0.0110044103615874
19900323,13.974811796175,0.0107915135624307
19900326,14.2584744389016,0.0109004871599475
19900327,13.9482995849125,0.0107812721825521
19900328,13.6975292776014,0.0106839167590049
19900329,13.4045511495215,0.0105690393561893
19900330,13.7211031723681,0.010693106491399
19900402,13.9893994895377,0.010797144487293
19900403,13.6238030834086,0.0106551251687504
19900404,13.7685597680029,0.0107115824258926
19900405,13.8648264923495,0.0107489637067756
19900406,13.8062954585753,0.0107262510764383
19900409,13.2351638832098,0.0105020489600878
19900410,13.0940047744363,0.0104458942390604
19900411,12.9791025797045,0.0103999609693597
19900412,12.7540926996823,0.010309418307096
19900416,13.1552093638597,0.0104702791127472
19900417,13.2433866126655,0.0105053108048047
19900418,13.2081031191229,0.0104913071632038
19900419,13.4463133603899,0.0105854906044351
19900420,13.6691554693525,0.0106728453990148
19900423,13.5447929292755,0.0106241834703016
19900424,13.4345225053346,0.0105808484636688
19900425,13.7883432739964,0.010719275190825
19900426,13.9120070097551,0.0107672369597757
19900427,13.941120396729,0.0107784972656709
19900430,13.6960551033305,0.0106833418239685
19900501,13.7039484142799,0.0106864198925084
19900502,13.3545612781922,0.0105493132786737
19900503,13.3812394412628,0.0105598451066855
19900504,13.5607117665784,0.0106304247981044
19900507,13.2035434603435,0.0104894961192707
19900508,13.0567302604889,0.0104310155547806
19900509,13.2100462325096,0.0104920788504589
19900510,13.3250629730426,0.0105376558798445
19900511,13.5862355851932,0.0106404243278457
19900514,14.2225304021215,0.0108867390289446
19900515,13.7588695449941,0.010707812391347
19900516,13.631442206551,0.0106581120148579
19900517,13.9052635315427,0.0107646270765034
19900518,13.4951990173576,0.0106047155459877
19900521,13.5273786351947,0.0106173516139049
19900522,13.9809023102044,0.0107938648894501
19900523,13.8563385074708,0.0107456729692587
19900524,13.4076086633815,0.0105702446610685
19900525,13.7090146057281,0.0106883950329817
19900529,13.6012074688714,0.0106462855294196
19900530,13.4613962440149,0.0105914258734817
19900531,12.9958018506052,0.0104066492568474
19900601,13.4879684517803,0.0106018742257286
19900604,13.3181270659755,0.0105349130141859
19900605,13.150232986123,0.010468298566833
19900606,12.833730781419,0.0103415548401498
19900607,15.3772431045168,0.0113200570907412
19900608,14.3514921556687,0.0109359850019971
19900611,14.0101851066764,0.0108051627732134
19900612,14.2835509279731,0.0109100683346367
19900613,14.7222720104756,0.0110763531944091
19900614,13.8827855916705,0.0107559230162077
19900615,13.7920392951257,0.0107207117670756
19900618,13.8379139293096,0.0107385264077951
19900619,13.8600760480125,0.0107471221140098
19900620,13.6835844727581,0.0106784769797157
19900621,13.7161397105925,0.0106911722582202
19900622,14.3453981218157,0.0109336628971477
19900625,13.972410708029,0.0107905864483929
19900626,14.7011176882565,0.0110683925693302
19900627,14.5257357809751,0.0110021724297882
19900628,14.3020373802963,0.0109171262169035
19900629,13.9303779107376,0.0107743437196648
19900702,13.6597505561332,0.0106691730998444
19900703,12.9903538770475,0.0104044677410906
19900705,13.5730540932917,0.0106352613560159
19900706,13.5004683703108,0.0106067857094373
19900709,13.2707558156965,0.0105161605064525
19900710,13.46023519731,0.0105909691078886
19900711,13.6582997448232,0.0106686064947674
19900712,13.7015100003472,0.0106854691054204
19900713,14.0038397658697,0.010802715617639
19900716,13.5594295988313,0.0106299222319323
19900717,13.6156802470786,0.0106519482752682
19900718,13.8294551106383,0.0107352437911451
19900719,13.6841740442902,0.010678707023906
19900720,13.7490705465363,0.0107039986868367
19900723,17.0744001714213,0.0119283975493432
19900724,15.7980701103011,0.0114739088480129
19900725,15.3294539156186,0.0113024532424081
19900726,15.5242425485257,0.0113740356911864
19900727,15.6256541943633,0.0114111254901972
19900730,14.32003726235,0.0109239939515233
19900731,14.3138196466753,0.0109216221500728
19900801,14.4919162193753,0.0109893570555695
19900802,15.3931967448653,0.0113259277562831
19900803,18.3970943680428,0.0123818059964486
19900806,20.2803493855759,0.0130001119820741
19900807,19.4260626225101,0.0127233586441468
19900808,18.5273898018462,0.0124255750376144
19900809,17.812177525466,0.0121833826465484
